ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
218248_at	10.24	8.35	3.7	4.95E-06	0.0005	FAM111A	family with sequence similarity 111, member A
201369_s_at	7.99	6.04	3.87	4.98E-06	0.0005	ZFP36L2	ZFP36 ring finger protein-like 2
204441_s_at	9.87	7.99	3.69	4.99E-06	0.0005	POLA2	polymerase (DNA directed), alpha 2, accessory subunit
222411_s_at	11.41	13.25	-3.58	5.01E-06	0.0005	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)
226192_at	9.4	7.54	3.64	5.03E-06	0.0005	AR	androgen receptor
208925_at	8.48	10.37	-3.72	5.09E-06	0.0005	CLDND1	claudin domain containing 1
209301_at	10.5	8.41	4.26	5.12E-06	0.0005	CA2	carbonic anhydrase II
216237_s_at	11.03	9.04	3.97	5.11E-06	0.0005	MCM5	minichromosome maintenance complex component 5
200768_s_at	11.19	9.3	3.72	5.14E-06	0.0005	MAT2A	methionine adenosyltransferase II, alpha
205446_s_at	6.75	8.61	-3.63	5.16E-06	0.0005	ATF2	activating transcription factor 2
212558_at	7.04	9.3	-4.77	5.22E-06	0.0005	SPRY1	sprouty RTK signaling antagonist 1
212930_at	6.48	8.31	-3.56	5.24E-06	0.0005	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1
226650_at	10.33	12.18	-3.6	5.24E-06	0.0005	ZFAND2A	zinc finger, AN1-type domain 2A
236798_at	8.98	10.89	-3.76	5.20E-06	0.0005	LINC00888	long intergenic non-protein coding RNA 888
242153_at	5.35	7.5	-4.45	5.20E-06	0.0005	LARP1B	La ribonucleoprotein domain family, member 1B
1557258_a_at	5.36	7.19	-3.55	5.25E-06	0.0005	BCL10	B-cell CLL/lymphoma 10
1558173_a_at	8.11	5.95	4.48	5.23E-06	0.0005	LUZP1	leucine zipper protein 1
226982_at	5.19	7.14	-3.86	5.27E-06	0.0005	ELL2	elongation factor, RNA polymerase II, 2
230031_at	7.43	9.72	-4.89	5.29E-06	0.0005	HSPA5	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)
204202_at	8.7	6.63	4.18	5.30E-06	0.0005	IQCE	IQ motif containing E
228149_at	8.69	10.58	-3.7	5.31E-06	0.0005	C7orf60	chromosome 7 open reading frame 60
218782_s_at	10.77	8.94	3.54	5.33E-06	0.0005	ATAD2	ATPase family, AAA domain containing 2
203493_s_at	6.86	8.77	-3.77	5.38E-06	0.0005	CEP57	centrosomal protein 57kDa
209291_at	8.84	6.85	3.98	5.38E-06	0.0005	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein
218115_at	9.48	7.65	3.55	5.38E-06	0.0005	ASF1B	anti-silencing function 1B histone chaperone
242338_at	10.29	8.27	4.06	5.38E-06	0.0005	TMEM64	transmembrane protein 64
1555772_a_at	5.73	3.89	3.58	5.40E-06	0.0005	CDC25A	cell division cycle 25A
235191_at	5.76	7.76	-3.99	5.42E-06	0.0005	LINC00662	long intergenic non-protein coding RNA 662
212120_at	9.97	11.81	-3.57	5.44E-06	0.0005	RHOQ	ras homolog family member Q
204826_at	10.39	8.55	3.59	5.50E-06	0.0005	CCNF	cyclin F
209173_at	11.61	13.58	-3.89	5.50E-06	0.0005	AGR2	anterior gradient 2, protein disulphide isomerase family member
224949_at	8.23	10.11	-3.66	5.49E-06	0.0005	YIPF5	Yip1 domain family member 5
227445_at	7.72	5.85	3.65	5.48E-06	0.0005	ZNF689	zinc finger protein 689
240013_at	6.16	4.02	4.43	5.50E-06	0.0005		
240574_at	6.01	7.82	-3.52	5.47E-06	0.0005	DNAJC3-AS1	DNAJC3 antisense RNA 1 (head to head)
208934_s_at	9.1	11.08	-3.95	5.52E-06	0.0005	LGALS8	lectin, galactoside-binding, soluble, 8
213388_at	7	9.1	-4.31	5.53E-06	0.0005	PDE4DIP	phosphodiesterase 4D interacting protein
231890_at	4.91	6.78	-3.66	5.53E-06	0.0005		
201249_at	4.89	6.75	-3.64	5.55E-06	0.0005	SLC2A1	solute carrier family 2 (facilitated glucose transporter), member 1
218050_at	9.81	11.94	-4.38	5.56E-06	0.0005	UFM1	ubiquitin-fold modifier 1
224968_at	7.47	9.29	-3.52	5.59E-06	0.0005	CFAP36	cilia and flagella associated protein 36
241905_at	4.04	5.94	-3.73	5.59E-06	0.0005	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha
203276_at	9.04	6.28	6.77	5.65E-06	0.0005	LMNB1	lamin B1
229332_at	6.24	4.43	3.51	5.65E-06	0.0005	HPDL	4-hydroxyphenylpyruvate dioxygenase-like
227662_at	6.37	4.56	3.51	5.69E-06	0.0005	SYNPO2	synaptopodin 2
205199_at	6.63	8.44	-3.5	5.72E-06	0.0005	CA9	carbonic anhydrase IX
208800_at	9.98	11.81	-3.55	5.76E-06	0.0005	SRP72	signal recognition particle 72kDa
218241_at	10.42	12.3	-3.67	5.75E-06	0.0005	GOLGA5	golgin A5
221580_s_at	10.15	12	-3.6	5.73E-06	0.0005	TAF1D	TATA box binding protein associated factor 1D
228386_s_at	7.33	9.16	-3.54	5.75E-06	0.0005	DDX59	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59
216033_s_at	5.3	7.15	-3.59	5.78E-06	0.0005	FYN	FYN proto-oncogene, Src family tyrosine kinase
200759_x_at	10.6	12.44	-3.57	5.81E-06	0.0005	NFE2L1	nuclear factor, erythroid 2-like 1
222532_at	9.37	11.19	-3.53	5.80E-06	0.0005	SRPRB	signal recognition particle receptor, B subunit
1553226_at	7.84	5.92	3.78	5.80E-06	0.0005	LINC00052	long intergenic non-protein coding RNA 52
214519_s_at	8.4	6.48	3.79	5.84E-06	0.0005	RLN2	relaxin 2
227220_at	9	10.86	-3.62	5.86E-06	0.0005	NFXL1	nuclear transcription factor, X-box binding-like 1
205034_at	9.8	8	3.48	5.88E-06	0.0005	CCNE2	cyclin E2
226554_at	9.3	7.43	3.65	5.91E-06	0.0005	ZBTB7A	zinc finger and BTB domain containing 7A
202512_s_at	7.05	8.85	-3.48	5.95E-06	0.0005	ATG5	autophagy related 5
202975_s_at	11.4	8.9	5.65	5.98E-06	0.0005	RHOBTB3	Rho-related BTB domain containing 3
201399_s_at	9.87	11.86	-3.96	5.99E-06	0.0005	TRAM1	translocation associated membrane protein 1
219771_at	5.05	6.86	-3.5	6.07E-06	0.0005	TBC1D8B	TBC1 domain family, member 8B (with GRAM domain)
213721_at	8.55	6.72	3.55	6.09E-06	0.0005	SOX2	SRY box 2
222495_at	10.21	12.17	-3.9	6.10E-06	0.0005	TMEM167B	transmembrane protein 167B
238729_x_at	7.8	9.65	-3.6	6.10E-06	0.0005	SAV1	salvador family WW domain containing protein 1
229720_at	7.11	5.22	3.71	6.11E-06	0.0005	BAG1	BCL2-associated athanogene
211730_s_at	11.46	9.41	4.13	6.14E-06	0.0005	POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa
200977_s_at	10.08	11.86	-3.46	6.18E-06	0.0005	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1
221827_at	9.91	11.77	-3.65	6.20E-06	0.0005	RBCK1	RanBP-type and C3HC4-type zinc finger containing 1
1554148_a_at	7.41	9.46	-4.14	6.20E-06	0.0005	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1
200599_s_at	12	13.96	-3.89	6.23E-06	0.0005	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1
1569714_at	7.07	8.86	-3.46	6.23E-06	0.0005	RBSN	rabenosyn, RAB effector
201567_s_at	9.64	11.44	-3.46	6.26E-06	0.0005	GOLGA4	golgin A4
202499_s_at	4.15	6.69	-5.78	6.26E-06	0.0005	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3
211993_at	8.52	6.72	3.48	6.26E-06	0.0005	WNK1	WNK lysine deficient protein kinase 1
226763_at	9.19	7.35	3.58	6.28E-06	0.0005	SESTD1	SEC14 and spectrin domains 1
228286_at	7.37	5.51	3.64	6.31E-06	0.0005	GEN1	GEN1 Holliday junction 5' flap endonuclease
203231_s_at	8.96	10.77	-3.51	6.33E-06	0.0005	ATXN1	ataxin 1
203785_s_at	9.46	7.66	3.48	6.34E-06	0.0005	DDX28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28
211162_x_at	8.47	10.67	-4.61	6.32E-06	0.0005	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
201657_at	7.42	9.28	-3.63	6.38E-06	0.0005	ARL1	ADP-ribosylation factor like GTPase 1
217738_at	9.39	11.2	-3.52	6.37E-06	0.0005	NAMPT	nicotinamide phosphoribosyltransferase
1558027_s_at	7.04	8.86	-3.52	6.37E-06	0.0005	PRKAB2	protein kinase, AMP-activated, beta 2 non-catalytic subunit
221803_s_at	8.29	10.08	-3.46	6.44E-06	0.0005	NRBF2	nuclear receptor binding factor 2
242230_at	6.77	8.61	-3.59	6.44E-06	0.0005	ATXN1	ataxin 1
211812_s_at	9.24	7.45	3.46	6.48E-06	0.0005	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
203494_s_at	8.07	9.95	-3.68	6.50E-06	0.0005	CEP57	centrosomal protein 57kDa
225557_at	8.2	10.18	-3.96	6.54E-06	0.0005	CSRNP1	cysteine-serine-rich nuclear protein 1
225718_at	8.1	9.9	-3.49	6.53E-06	0.0005	KIAA1715	KIAA1715
232628_at	4.4	6.17	-3.42	6.51E-06	0.0005		
238228_at	7.68	9.45	-3.42	6.53E-06	0.0005	COG3	component of oligomeric golgi complex 3
214684_at	8.34	10.19	-3.6	6.57E-06	0.0005	MEF2A	myocyte enhancer factor 2A
223196_s_at	7.72	9.55	-3.57	6.56E-06	0.0005	SESN2	sestrin 2
202304_at	8.81	10.58	-3.42	6.59E-06	0.0005	FNDC3A	fibronectin type III domain containing 3A
218193_s_at	8.94	10.92	-3.96	6.59E-06	0.0005	GOLT1B	golgi transport 1B
1554145_a_at	6.27	8.1	-3.55	6.62E-06	0.0005	PPP1R21	protein phosphatase 1, regulatory subunit 21
218070_s_at	8.31	10.2	-3.71	6.67E-06	0.0005	GMPPA	GDP-mannose pyrophosphorylase A
202194_at	10.61	12.45	-3.58	6.71E-06	0.0005	TMED5	transmembrane p24 trafficking protein 5
204017_at	9.85	11.81	-3.89	6.74E-06	0.0005	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
219439_at	7.44	9.23	-3.45	6.74E-06	0.0005	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
223650_s_at	7.87	9.66	-3.44	6.71E-06	0.0005	NRBF2	nuclear receptor binding factor 2
236480_at	5.32	7.18	-3.62	6.74E-06	0.0005	MIR210HG	MIR210 host gene
227559_at	6.91	5.08	3.55	6.75E-06	0.0005	NDUFAF4	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4
233971_at	7.83	6.04	3.45	6.77E-06	0.0005	FAM166A	family with sequence similarity 166, member A
203130_s_at	9.15	11.03	-3.68	6.79E-06	0.0005	KIF5C	kinesin family member 5C
231927_at	5.26	7.03	-3.4	6.80E-06	0.0005	ATF6	activating transcription factor 6
204855_at	6.73	8.5	-3.41	6.92E-06	0.0006	SERPINB5	serpin peptidase inhibitor, clade B (ovalbumin), member 5
212979_s_at	8.78	6.98	3.49	6.88E-06	0.0006	TCAF1	TRPM8 channel-associated factor 1
224734_at	10.09	7.69	5.25	6.89E-06	0.0006	HMGB1	high mobility group box 1
224908_s_at	8.26	6.5	3.38	6.93E-06	0.0006	TTL	tubulin tyrosine ligase
225684_at	12.35	10.58	3.39	6.89E-06	0.0006	SKA2	spindle and kinetochore associated complex subunit 2
227335_at	8.35	6.43	3.78	6.91E-06	0.0006	DIDO1	death inducer-obliterator 1
228108_at	6.15	4.39	3.38	6.92E-06	0.0006	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent, 1L
229691_at	8.72	6.7	4.07	6.88E-06	0.0006	ZBTB42	zinc finger and BTB domain containing 42
202597_at	8.51	10.28	-3.41	7.04E-06	0.0006	IRF6	interferon regulatory factor 6
202627_s_at	6.52	8.33	-3.51	6.97E-06	0.0006	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1
208249_s_at	7.85	9.67	-3.53	7.04E-06	0.0006	TGDS	TDP-glucose 4,6-dehydratase
209034_at	9.05	10.87	-3.54	7.05E-06	0.0006	PNRC1	proline-rich nuclear receptor coactivator 1
210426_x_at	4.73	7.39	-6.32	7.07E-06	0.0006	RORA	RAR-related orphan receptor A
212327_at	5.16	7.14	-3.96	7.01E-06	0.0006	LIMCH1	LIM and calponin homology domains 1
213523_at	9.45	7.45	4	7.03E-06	0.0006	CCNE1	cyclin E1
227452_at	6.32	8.35	-4.09	7.06E-06	0.0006	LINC00511; LINC00673	long intergenic non-protein coding RNA 511; long intergenic non-protein coding RNA 673
230443_at	7.39	9.45	-4.17	6.99E-06	0.0006	SNU13	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)
240421_x_at	5.78	7.57	-3.48	7.07E-06	0.0006	SAV1	salvador family WW domain containing protein 1
244370_at	4.03	6.09	-4.17	7.05E-06	0.0006	KIAA2022	KIAA2022
1552277_a_at	9.34	11.21	-3.65	6.97E-06	0.0006	MSANTD3	Myb/SANT-like DNA-binding domain containing 3
238578_at	5.91	7.97	-4.16	7.09E-06	0.0006	TMEM182	transmembrane protein 182
214370_at	8.98	7.22	3.39	7.18E-06	0.0006	S100A8	S100 calcium binding protein A8
229431_at	6.1	4.35	3.37	7.19E-06	0.0006	RFXAP	regulatory factor X-associated protein
235266_at	8.11	5.29	7.07	7.22E-06	0.0006	ATAD2	ATPase family, AAA domain containing 2
219225_at	7.09	5.28	3.5	7.23E-06	0.0006	PGBD5	piggyBac transposable element derived 5
212345_s_at	9.72	11.47	-3.36	7.24E-06	0.0006	CREB3L2	cAMP responsive element binding protein 3-like 2
201057_s_at	10.01	11.78	-3.41	7.27E-06	0.0006	GOLGB1	golgin B1
211379_x_at	9.6	7.85	3.36	7.30E-06	0.0006	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
221781_s_at	8.52	10.65	-4.37	7.30E-06	0.0006	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10
222912_at	6.66	4.89	3.42	7.31E-06	0.0006	ARRB1	arrestin, beta 1
213024_at	8.26	10.05	-3.46	7.36E-06	0.0006	TMF1	TATA element modulatory factor 1
221423_s_at	6.95	8.69	-3.35	7.44E-06	0.0006	YIPF5	Yip1 domain family member 5
217967_s_at	3.84	6.01	-4.51	7.46E-06	0.0006	FAM129A	family with sequence similarity 129, member A
230185_at	5.69	7.47	-3.45	7.48E-06	0.0006	THAP9	THAP domain containing 9
208813_at	9.98	11.74	-3.4	7.49E-06	0.0006	GOT1	glutamic-oxaloacetic transaminase 1, soluble
203986_at	7.78	9.52	-3.34	7.52E-06	0.0006	FAM47E-STBD1; STBD1	FAM47E-STBD1 readthrough; starch binding domain 1
224480_s_at	7.25	9.34	-4.26	7.54E-06	0.0006	GPAT3	glycerol-3-phosphate acyltransferase 3
204012_s_at	9.95	7.5	5.46	7.55E-06	0.0006	LCMT2	leucine carboxyl methyltransferase 2
243999_at	5.94	8.06	-4.36	7.57E-06	0.0006	SLFN5	schlafen family member 5
219117_s_at	10.16	12.15	-3.97	7.61E-06	0.0006	FKBP11	FK506 binding protein 11
225144_at	8.16	6.31	3.6	7.61E-06	0.0006	BMPR2	bone morphogenetic protein receptor type II
221765_at	8.27	6.41	3.65	7.65E-06	0.0006	UGCG	UDP-glucose ceramide glucosyltransferase
210547_x_at	8.31	10.16	-3.6	7.70E-06	0.0006	ICA1	islet cell autoantigen 1
203857_s_at	8.98	11.22	-4.73	7.73E-06	0.0006	PDIA5	protein disulfide isomerase family A, member 5
219581_at	8.25	6.29	3.89	7.76E-06	0.0006	TSEN2	TSEN2 tRNA splicing endonuclease subunit
1555841_at	9.48	11.35	-3.65	7.75E-06	0.0006	MSANTD3	Myb/SANT-like DNA-binding domain containing 3
201368_at	11.9	9.58	5	7.79E-06	0.0006	ZFP36L2	ZFP36 ring finger protein-like 2
1558809_s_at	5.13	6.88	-3.37	7.80E-06	0.0006	ZNF790-AS1	ZNF790 antisense RNA 1
200644_at	12.27	10.48	3.47	7.90E-06	0.0006	MARCKSL1	MARCKS-like 1
220495_s_at	9.67	11.53	-3.64	7.89E-06	0.0006	TXNDC15	thioredoxin domain containing 15
200959_at	11.55	9.51	4.12	7.99E-06	0.0006	FUS	FUS RNA binding protein
242538_at	7.97	5.99	3.94	7.98E-06	0.0006		
201236_s_at	9.43	11.16	-3.31	8.10E-06	0.0006	BTG2	BTG family, member 2
202500_at	8.34	10.18	-3.57	8.10E-06	0.0006	DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2
205282_at	7.63	5.9	3.3	8.10E-06	0.0006	LRP8	LDL receptor related protein 8
213329_at	8.41	6.55	3.63	8.07E-06	0.0006	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2
215813_s_at	4.49	6.23	-3.34	8.10E-06	0.0006	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
219743_at	8.06	6.27	3.46	8.10E-06	0.0006	HEY2	hes-related family bHLH transcription factor with YRPW motif 2
217826_s_at	8.36	10.19	-3.55	8.18E-06	0.0006	UBE2J1	ubiquitin-conjugating enzyme E2, J1
222692_s_at	8.03	9.96	-3.82	8.15E-06	0.0006	FNDC3B	fibronectin type III domain containing 3B
230034_x_at	9.88	8.16	3.29	8.19E-06	0.0006	MRPL41	mitochondrial ribosomal protein L41
239843_at	7.2	8.92	-3.29	8.18E-06	0.0006	RIT1	Ras-like without CAAX 1
1556308_at	10.02	8.07	3.88	8.17E-06	0.0006	PRRT3	proline-rich transmembrane protein 3
200656_s_at	10.38	12.33	-3.85	8.23E-06	0.0006	P4HB	prolyl 4-hydroxylase, beta polypeptide
201008_s_at	8.22	10.2	-3.95	8.22E-06	0.0006	TXNIP	thioredoxin interacting protein
202557_at	7.88	9.72	-3.58	8.25E-06	0.0006	HSPA13	heat shock protein 70kDa family, member 13
205263_at	9.48	11.25	-3.4	8.24E-06	0.0006	BCL10	B-cell CLL/lymphoma 10
238886_at	5.57	7.29	-3.29	8.24E-06	0.0006	TMED10	transmembrane p24 trafficking protein 10
212675_s_at	7.84	6.07	3.42	8.27E-06	0.0006	CEP68	centrosomal protein 68kDa
222435_s_at	8.65	10.37	-3.3	8.30E-06	0.0006	UBE2J1	ubiquitin-conjugating enzyme E2, J1
210513_s_at	6.64	8.4	-3.38	8.32E-06	0.0006	VEGFA	vascular endothelial growth factor A
212623_at	8.99	10.73	-3.34	8.35E-06	0.0006	TMEM41B	transmembrane protein 41B
1564494_s_at	9.08	11.42	-5.08	8.36E-06	0.0006	P4HB	prolyl 4-hydroxylase, beta polypeptide
212845_at	8.81	10.54	-3.33	8.39E-06	0.0006	SAMD4A	sterile alpha motif domain containing 4A
223614_at	5.84	3.99	3.6	8.41E-06	0.0006	MMP16	matrix metallopeptidase 16 (membrane-inserted)
228308_at	7.49	9.22	-3.3	8.45E-06	0.0006	FKBP11	FK506 binding protein 11
208802_at	9.13	10.87	-3.34	8.48E-06	0.0006	SRP72	signal recognition particle 72kDa
217790_s_at	7.14	9.27	-4.39	8.48E-06	0.0006	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)
217858_s_at	10.61	12.33	-3.31	8.56E-06	0.0006	ARMCX3	armadillo repeat containing, X-linked 3
202313_at	10.6	12.32	-3.3	8.60E-06	0.0006	PPP2R2A	protein phosphatase 2, regulatory subunit B, alpha
204352_at	8.02	6.31	3.27	8.62E-06	0.0006	TRAF5	TNF receptor-associated factor 5
235759_at	6.46	4.66	3.48	8.62E-06	0.0006		
218976_at	8.05	10.25	-4.6	8.68E-06	0.0006	DNAJC12	DnaJ (Hsp40) homolog, subfamily C, member 12
210473_s_at	8.81	7.11	3.25	8.79E-06	0.0006	ADGRA3	adhesion G protein-coupled receptor A3
214683_s_at	7.35	9.39	-4.12	8.77E-06	0.0006	CLK1	CDC like kinase 1
222062_at	6.59	4.69	3.74	8.77E-06	0.0006	IL27RA	interleukin 27 receptor, alpha
235473_at	6.42	8.12	-3.25	8.78E-06	0.0006		
230448_at	8.38	6.62	3.38	8.82E-06	0.0006	SLC38A10	solute carrier family 38, member 10
227148_at	6.65	8.39	-3.34	8.91E-06	0.0006	PLEKHH2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2
208959_s_at	11	13.01	-4.02	9.00E-06	0.0006	ERP44	endoplasmic reticulum protein 44
212915_at	7.12	5.02	4.3	9.00E-06	0.0006	PDZRN3	PDZ domain containing ring finger 3
229126_at	7.7	5.44	4.79	9.00E-06	0.0006	TMEM19	transmembrane protein 19
241392_at	5	6.96	-3.87	9.06E-06	0.0006	TMEM39A	transmembrane protein 39A
218282_at	7.13	9.08	-3.86	9.07E-06	0.0006	EDEM2	ER degradation enhancer, mannosidase alpha-like 2
213861_s_at	6.89	8.64	-3.36	9.10E-06	0.0006	METTL21B	methyltransferase like 21B
202324_s_at	10.27	12.1	-3.54	9.19E-06	0.0006	ACBD3	acyl-CoA binding domain containing 3
226105_at	6.06	8.34	-4.89	9.22E-06	0.0006	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
202936_s_at	7.27	9.87	-6.06	9.28E-06	0.0006	SOX9	SRY box 9
222037_at	9.19	7.19	4.02	9.28E-06	0.0006	MCM4	minichromosome maintenance complex component 4
227197_at	9.27	7.55	3.3	9.26E-06	0.0006	ARHGEF26	Rho guanine nucleotide exchange factor 26
239845_at	5.67	7.36	-3.24	9.27E-06	0.0006		
202586_at	7.65	5.96	3.22	9.31E-06	0.0007	POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa
202129_s_at	7.98	9.99	-4.03	9.33E-06	0.0007	RIOK3	RIO kinase 3
210524_x_at	8.28	10.02	-3.36	9.36E-06	0.0007		
238012_at	9.06	7.03	4.08	9.36E-06	0.0007	DPP7	dipeptidyl-peptidase 7
204194_at	7.11	8.79	-3.22	9.38E-06	0.0007	BACH1	BTB and CNC homology 1, basic leucine zipper transcription factor 1
227847_at	9.98	8.27	3.27	9.42E-06	0.0007	EPM2AIP1; TRANK1	EPM2A (laforin) interacting protein 1; tetratricopeptide repeat and ankyrin repeat containing 1
223249_at	8.13	10.02	-3.69	9.46E-06	0.0007	CLDN12	claudin 12
226499_at	10.14	8.03	4.3	9.50E-06	0.0007	NRARP	NOTCH-regulated ankyrin repeat protein
224839_s_at	9.23	10.94	-3.26	9.58E-06	0.0007	GPT2	glutamic pyruvate transaminase (alanine aminotransferase) 2
229997_at	10.48	8.7	3.42	9.59E-06	0.0007	VANGL1	VANGL planar cell polarity protein 1
1565525_a_at	3.49	5.2	-3.28	9.59E-06	0.0007	TCP11L2	t-complex 11, testis-specific-like 2
203869_at	7.97	6.21	3.39	9.63E-06	0.0007	USP46	ubiquitin specific peptidase 46
209631_s_at	7.79	6.11	3.21	9.63E-06	0.0007	GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)
219600_s_at	9.79	11.56	-3.39	9.65E-06	0.0007	TMEM50B	transmembrane protein 50B
225361_x_at	9.7	8.01	3.22	9.66E-06	0.0007	FAM122B	family with sequence similarity 122B
203288_at	7.44	9.18	-3.35	9.68E-06	0.0007	KIAA0355	KIAA0355
218333_at	9.89	11.67	-3.42	9.69E-06	0.0007	DERL2	derlin 2
202330_s_at	9.99	8.28	3.27	9.71E-06	0.0007	UNG	uracil DNA glycosylase
208343_s_at	5.8	3.62	4.51	9.73E-06	0.0007	NR5A2	nuclear receptor subfamily 5, group A, member 2
218459_at	9.7	8.02	3.22	9.77E-06	0.0007	TOR3A	torsin family 3, member A
226779_at	9.18	10.85	-3.2	9.79E-06	0.0007	LMBRD2	LMBR1 domain containing 2
229194_at	8.74	10.68	-3.83	9.79E-06	0.0007	PCGF5	polycomb group ring finger 5
231579_s_at	9.97	8.08	3.69	9.83E-06	0.0007	TIMP2	TIMP metallopeptidase inhibitor 2
228915_at	6.25	4.36	3.7	9.88E-06	0.0007	DACH1	dachshund family transcription factor 1
209262_s_at	10.61	8.8	3.51	9.91E-06	0.0007	NR2F6	nuclear receptor subfamily 2, group F, member 6
217028_at	8.74	10.72	-3.94	9.90E-06	0.0007	CXCR4	chemokine (C-X-C motif) receptor 4
201009_s_at	9.63	11.91	-4.87	9.99E-06	0.0007	TXNIP	thioredoxin interacting protein
201846_s_at	9.59	11.26	-3.18	1.00E-05	0.0007	RYBP	RING1 and YY1 binding protein
208673_s_at	10.5	8.82	3.21	1.01E-05	0.0007	SRSF3	serine/arginine-rich splicing factor 3
238467_at	8.22	6.35	3.66	1.00E-05	0.0007	DYNLL2	dynein, light chain, LC8-type 2
240549_at	4.79	6.51	-3.29	1.01E-05	0.0007	NRSN2-AS1	NRSN2 antisense RNA 1
213926_s_at	7.85	5.77	4.24	1.01E-05	0.0007	AGFG1	ArfGAP with FG repeats 1
202923_s_at	10.22	11.92	-3.24	1.01E-05	0.0007	GCLC	glutamate-cysteine ligase, catalytic subunit
227737_at	8.14	9.84	-3.25	1.01E-05	0.0007	SRPRB	signal recognition particle receptor, B subunit
223568_s_at	7.74	9.46	-3.28	1.02E-05	0.0007	PLPP5	phospholipid phosphatase 5
201056_at	6.94	8.74	-3.48	1.02E-05	0.0007	GOLGB1	golgin B1
211814_s_at	6.68	4.81	3.65	1.02E-05	0.0007	CCNE2	cyclin E2
244385_at	6.7	8.85	-4.45	1.02E-05	0.0007	KDM4C	lysine (K)-specific demethylase 4C
1553185_at	12.03	10.03	4	1.02E-05	0.0007	RASEF	RAS and EF-hand domain containing
1553333_at	4.31	6.46	-4.45	1.02E-05	0.0007	MAB21L3	mab-21-like 3 (C. elegans)
1558212_at	5.48	7.46	-3.94	1.02E-05	0.0007	VLDLR-AS1	VLDLR antisense RNA 1
208499_s_at	6.65	8.41	-3.39	1.03E-05	0.0007	DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3
224925_at	10	8.28	3.3	1.03E-05	0.0007	PREX1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1
207265_s_at	7.96	9.77	-3.5	1.04E-05	0.0007	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
210983_s_at	11.48	9.82	3.17	1.04E-05	0.0007	MCM7	minichromosome maintenance complex component 7
222408_s_at	10.05	11.73	-3.19	1.04E-05	0.0007	YPEL5	yippee like 5
222444_at	8.48	10.14	-3.17	1.04E-05	0.0007	ARMCX3	armadillo repeat containing, X-linked 3
226574_at	10.75	8.53	4.66	1.04E-05	0.0007	PSPC1	paraspeckle component 1
228899_at	9.14	7.39	3.36	1.04E-05	0.0007		
235705_at	6.03	7.69	-3.17	1.03E-05	0.0007		
228176_at	11.28	9.52	3.39	1.04E-05	0.0007	S1PR3	sphingosine-1-phosphate receptor 3
1559826_a_at	6.18	7.88	-3.26	1.04E-05	0.0007	LINC00960; LOC105379476	long intergenic non-protein coding RNA 960; uncharacterized LOC105379476
214858_at	7.37	5.68	3.23	1.06E-05	0.0007	PP14571	uncharacterized LOC100130449
226806_s_at	7.02	5.34	3.21	1.06E-05	0.0007	NFIA	nuclear factor I/A
1558365_at	4.09	6.03	-3.84	1.06E-05	0.0007	PGK1	phosphoglycerate kinase 1
202847_at	9.77	11.43	-3.15	1.07E-05	0.0007	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
235363_at	8.72	6.99	3.31	1.07E-05	0.0007		
