ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
213517_at	7.98	6.7	2.44	0.0001	0.0279	PCBP2	poly(rC) binding protein 2
220174_at	7.13	6.11	2.02	0.0001	0.0279	LRRC8E	leucine rich repeat containing 8 family, member E
223846_at	5.2	6.21	-2.02	0.0001	0.0279	AZI2	5-azacytidine induced 2
218521_s_at	7.91	6.91	2	0.0001	0.0285	UBE2W	ubiquitin-conjugating enzyme E2W (putative)
241955_at	7.4	6.37	2.05	0.0001	0.0285	HECTD1	HECT domain containing E3 ubiquitin protein ligase 1
1552621_at	8.47	7.47	2	0.0001	0.0285	POLR2J2; POLR2J3	polymerase (RNA) II (DNA directed) polypeptide J2; polymerase (RNA) II (DNA directed) polypeptide J3
200607_s_at	9.51	8.51	1.99	0.0001	0.0285	RAD21	RAD21 cohesin complex component
235476_at	8.72	7.72	2	0.0001	0.0288	TRIM59	tripartite motif containing 59
243631_at	6.07	7.08	-2.02	0.0001	0.0291		
226863_at	8.37	9.92	-2.94	0.0001	0.0295	FAM110C	family with sequence similarity 110, member C
223232_s_at	8.75	7.69	2.08	0.0001	0.0295	CGN	cingulin
209281_s_at	9.31	8.26	2.07	0.0001	0.0299	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1
223217_s_at	10.71	9.52	2.29	0.0001	0.0300	NFKBIZ	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta
203803_at	8.33	7.31	2.04	0.0001	0.0301	PCYOX1	prenylcysteine oxidase 1
221220_s_at	7.35	6.19	2.23	0.0001	0.0303	SCYL2	SCY1-like, kinase-like 2
222538_s_at	7.08	6.09	1.98	0.0002	0.0303	APPL1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1
226933_s_at	6.36	5.38	1.98	0.0002	0.0309	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein
208711_s_at	10.76	9.72	2.04	0.0002	0.0311	CCND1	cyclin D1
211086_x_at	5.08	4.1	1.97	0.0002	0.0311	NEK1	NIMA-related kinase 1
239619_at	4.36	5.43	-2.1	0.0002	0.0311		
202023_at	9.93	11.21	-2.43	0.0002	0.0313	EFNA1	ephrin-A1
215446_s_at	3.76	5.74	-3.96	0.0002	0.0313	LOX	lysyl oxidase
218564_at	9.8	8.78	2.03	0.0002	0.0313	RFWD3	ring finger and WD repeat domain 3
220072_at	6.71	5.73	1.98	0.0002	0.0314	CSPP1	centrosome and spindle pole associated protein 1
239393_at	5.53	4.55	1.98	0.0002	0.0314		
202657_s_at	7.92	8.97	-2.07	0.0002	0.0314	SERTAD2	SERTA domain containing 2
222283_at	6.01	4.84	2.26	0.0002	0.0314	ZNF480	zinc finger protein 480
37028_at	6.96	8.12	-2.24	0.0002	0.0315	PPP1R15A	protein phosphatase 1, regulatory subunit 15A
203395_s_at	8.25	9.38	-2.19	0.0002	0.0316	HES1	hes family bHLH transcription factor 1
204384_at	8.52	7.55	1.96	0.0002	0.0326	GOLGA2	golgin A2
212994_at	8.23	7.12	2.15	0.0002	0.0336	THOC2	THO complex 2
236480_at	5.32	6.46	-2.2	0.0002	0.0337	MIR210HG	MIR210 host gene
226663_at	5	4	2	0.0002	0.0339	ANKRD10; ANKRD10-IT1	ankyrin repeat domain 10; ANKRD10 intronic transcript 1
238551_at	6.66	8.48	-3.54	0.0002	0.0340	FUT11	fucosyltransferase 11 (alpha (1,3) fucosyltransferase)
222387_s_at	7.29	6.29	1.99	0.0002	0.0345	VPS35	VPS35 retromer complex component
232008_s_at	8.78	7.81	1.96	0.0002	0.0347	BBX	bobby sox homolog (Drosophila)
222662_at	7.6	8.6	-2.01	0.0002	0.0348	PPP1R3B	protein phosphatase 1, regulatory subunit 3B
239363_at	9.62	8.63	1.99	0.0002	0.0349	INIP	INTS3 and NABP interacting protein
1557895_at	4.89	3.88	2.01	0.0002	0.0352	LOC105371232	uncharacterized LOC105371232
230710_at	6.11	7.39	-2.43	0.0002	0.0354	MIR210HG	MIR210 host gene
201008_s_at	8.22	7.22	2	0.0002	0.0361	TXNIP	thioredoxin interacting protein
208664_s_at	7.74	6.61	2.19	0.0002	0.0363	TTC3	tetratricopeptide repeat domain 3
236254_at	8.11	7.15	1.95	0.0002	0.0364	VPS13B	vacuolar protein sorting 13 homolog B (yeast)
220145_at	5.15	4.13	2.03	0.0002	0.0366	MAP9	microtubule-associated protein 9
217168_s_at	9.08	10.88	-3.49	0.0002	0.0368	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
226452_at	8.18	9.14	-1.94	0.0002	0.0368	PDK1	pyruvate dehydrogenase kinase, isozyme 1
214723_x_at	4.94	3.89	2.07	0.0002	0.0371	ANKRD36; ANKRD36B	ankyrin repeat domain 36; ankyrin repeat domain 36B
202935_s_at	6.17	7.62	-2.73	0.0002	0.0371	SOX9	SRY box 9
236957_at	8.49	7.42	2.1	0.0002	0.0376	CDCA2	cell division cycle associated 2
1554602_at	7.01	7.98	-1.96	0.0002	0.0378	RBM8A	RNA binding motif protein 8A
212027_at	10.25	9.14	2.15	0.0002	0.0384	RBM25	RNA binding motif protein 25
212171_x_at	8.06	9.15	-2.12	0.0002	0.0384	VEGFA	vascular endothelial growth factor A
238476_at	4.32	5.29	-1.95	0.0002	0.0384	CREBRF	CREB3 regulatory factor
200632_s_at	8.85	10.91	-4.17	0.0002	0.0386	NDRG1	N-myc downstream regulated 1
209101_at	5.72	6.81	-2.13	0.0002	0.0386	CTGF	connective tissue growth factor
223138_s_at	8.77	7.83	1.92	0.0002	0.0386	DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36
228751_at	5.73	6.76	-2.05	0.0002	0.0386	CLK4	CDC like kinase 4
203574_at	8.97	10.04	-2.11	0.0002	0.0402	NFIL3	nuclear factor, interleukin 3 regulated
240105_at	6.49	5.41	2.12	0.0002	0.0402		
209304_x_at	9.88	11	-2.18	0.0003	0.0436	GADD45B	growth arrest and DNA-damage-inducible, beta
222633_at	9.5	8.49	2.02	0.0003	0.0436	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1
203491_s_at	6.46	5.38	2.12	0.0003	0.0445	CEP57	centrosomal protein 57kDa
208610_s_at	10.16	9.21	1.92	0.0003	0.0445	SRRM2	serine/arginine repetitive matrix 2
208661_s_at	10.39	9.35	2.05	0.0003	0.0454	TTC3	tetratricopeptide repeat domain 3
214052_x_at	8.62	7.57	2.06	0.0003	0.0456	PRRC2C	proline-rich coiled-coil 2C
1554132_a_at	6.69	5.65	2.05	0.0003	0.0460	CCSER2	coiled-coil serine rich protein 2
204597_x_at	8.88	9.85	-1.96	0.0003	0.0465	STC1	stanniocalcin 1
219250_s_at	7.77	6.4	2.6	0.0003	0.0465	FLRT3	fibronectin leucine rich transmembrane protein 3
217610_at	6.73	5.8	1.91	0.0003	0.0468	SPDYE2	speedy/RINGO cell cycle regulator family member E2
224549_x_at	9.12	8.18	1.91	0.0003	0.0468		
201291_s_at	11.12	10.07	2.07	0.0003	0.0480	TOP2A	topoisomerase (DNA) II alpha
1553185_at	12.03	10.86	2.26	0.0003	0.0480	RASEF	RAS and EF-hand domain containing
206668_s_at	7.87	6.93	1.92	0.0003	0.0482	SCAMP1	secretory carrier membrane protein 1
215936_s_at	8.02	6.91	2.15	0.0003	0.0482	KIAA1033	KIAA1033
222834_s_at	8.82	7.79	2.05	0.0003	0.0482	GNG12	guanine nucleotide binding protein (G protein), gamma 12
228556_at	6.02	5.11	1.89	0.0003	0.0482	YTHDC1	YTH domain containing 1
225730_s_at	8.38	7.47	1.88	0.0003	0.0487	THUMPD3	THUMP domain containing 3
